transferring data
Tue Jul  6 17:20:03 PDT 2021

Finished transferring
Tue Jul  6 17:20:04 PDT 2021

Adas: Argument Parser Options
---------------------------------------------
    config              : PostTrainingConfigs/BACH_transformed_testing/AdamP/lr-0.0001-config-AdamP.yaml
    data                : /localscratch/zhan8425.7068044.0        
    output              : ImageNet_post_trained/BACH_transformed/AdamP/output/fine_tuning
    checkpoint          : ImageNet_post_trained/BACH_transformed/AdamP/checkpoint/fine_tuning/lr-0.0001
    resume              : None                                    
    pretrained_model    : ImageNet                                
    freeze_encoder      : 1                                       
    root                : .                                       
    save_freq           : 200                                     
    cpu                 : 0                                       
    gpu                 : 0                                       
    mpd                 : 0                                       
    dist_url            : tcp://127.0.0.1:23456                   
    dist_backend        : nccl                                    
    world_size          : -1                                      
    rank                : -1                                      
---------------------------------------------
Adas: Output dir ImageNet_post_trained/BACH_transformed/AdamP/output/fine_tuning does not exist, building
Adas: Notice: early stop will not be used as it was set to -1.0, training till completion
Adas: Experiment Configuration
---------------------------------------------
    dataset              BACH_transformed    
    network              ResNet18            
    optimizer            AdamP               
    scheduler            None                
    level                L3Only              
    color_kwargs         {'augmentation': 'Color-Distortion', 'distortion': 0.3}
    degree_of_rotation   45                  
    vertical_flipping    0.5                 
    horizontal_flipping  0.5                 
    horizontal_shift     0.1                 
    vertical_shift       0.1                 
    gaussian_blur        0                   
    kernel_size          9                   
    variance             0.1                 
    cutout               0                   
    n_holes              1                   
    cutout_length        16                  
    init_lr              0.0001              
    early_stop_threshold -1.0                
    optimizer_kwargs     {'weight_decay': 0.0005}
    scheduler_kwargs     {'gamma': 0.5, 'step_size': 20.0}
    p                    1                   
    start_trial          0                   
    n_trials             3                   
    num_workers          4                   
    max_epochs           200                 
    mini_batch_size      32                  
    loss                 cross_entropy       
    early_stop_patience  10                  
---------------------------------------------
Adas: Pytorch device is set to cuda
AdamP on BACH_transformed: T 1/3 | E 1/200 Ended | E Time: 7.210s | ~Time Left: 1434.860s |  Train Loss: 1.3291 | Train Acc. 37.1608% | Test Loss: 1.4127 | Test Acc. 35.4167%
AdamP on BACH_transformed: T 1/3 | E 26/200 Ended | E Time: 6.364s | ~Time Left: 1107.323s |  Train Loss: 1.0365 | Train Acc. 54.8017% | Test Loss: 1.1634 | Test Acc. 46.2500%
AdamP on BACH_transformed: T 1/3 | E 27/200 Ended | E Time: 6.497s | ~Time Left: 1124.041s |  Train Loss: 1.0280 | Train Acc. 56.9937% | Test Loss: 1.0689 | Test Acc. 52.9167%
AdamP on BACH_transformed: T 1/3 | E 28/200 Ended | E Time: 6.551s | ~Time Left: 1126.822s |  Train Loss: 1.0135 | Train Acc. 56.5762% | Test Loss: 0.9752 | Test Acc. 57.9167%
AdamP on BACH_transformed: T 1/3 | E 29/200 Ended | E Time: 6.375s | ~Time Left: 1090.115s |  Train Loss: 1.0072 | Train Acc. 57.6200% | Test Loss: 1.0085 | Test Acc. 55.0000%
AdamP on BACH_transformed: T 1/3 | E 30/200 Ended | E Time: 6.447s | ~Time Left: 1095.916s |  Train Loss: 1.0040 | Train Acc. 55.2192% | Test Loss: 1.1011 | Test Acc. 54.1667%
AdamP on BACH_transformed: T 1/3 | E 31/200 Ended | E Time: 6.475s | ~Time Left: 1094.247s |  Train Loss: 0.9861 | Train Acc. 58.5595% | Test Loss: 1.1381 | Test Acc. 55.4167%
AdamP on BACH_transformed: T 1/3 | E 32/200 Ended | E Time: 6.338s | ~Time Left: 1064.748s |  Train Loss: 0.9811 | Train Acc. 58.3507% | Test Loss: 1.0805 | Test Acc. 59.1667%
AdamP on BACH_transformed: T 1/3 | E 33/200 Ended | E Time: 6.560s | ~Time Left: 1095.445s |  Train Loss: 0.9880 | Train Acc. 59.1858% | Test Loss: 1.0595 | Test Acc. 56.2500%
AdamP on BACH_transformed: T 1/3 | E 34/200 Ended | E Time: 6.547s | ~Time Left: 1086.880s |  Train Loss: 0.9089 | Train Acc. 62.1086% | Test Loss: 1.0163 | Test Acc. 57.9167%
AdamP on BACH_transformed: T 1/3 | E 35/200 Ended | E Time: 6.400s | ~Time Left: 1055.941s |  Train Loss: 0.9416 | Train Acc. 60.5428% | Test Loss: 1.1843 | Test Acc. 51.6667%
AdamP on BACH_transformed: T 1/3 | E 36/200 Ended | E Time: 6.388s | ~Time Left: 1047.559s |  Train Loss: 0.9047 | Train Acc. 61.4823% | Test Loss: 1.0229 | Test Acc. 56.6667%
AdamP on BACH_transformed: T 1/3 | E 37/200 Ended | E Time: 6.418s | ~Time Left: 1046.099s |  Train Loss: 0.8949 | Train Acc. 62.9436% | Test Loss: 1.0193 | Test Acc. 60.8333%
AdamP on BACH_transformed: T 1/3 | E 38/200 Ended | E Time: 6.495s | ~Time Left: 1052.231s |  Train Loss: 0.8720 | Train Acc. 63.7787% | Test Loss: 1.0532 | Test Acc. 56.6667%
AdamP on BACH_transformed: T 1/3 | E 39/200 Ended | E Time: 6.404s | ~Time Left: 1031.117s |  Train Loss: 0.8826 | Train Acc. 62.0042% | Test Loss: 0.9922 | Test Acc. 61.2500%
AdamP on BACH_transformed: T 1/3 | E 40/200 Ended | E Time: 6.381s | ~Time Left: 1021.006s |  Train Loss: 0.8871 | Train Acc. 63.5699% | Test Loss: 1.1843 | Test Acc. 50.8333%
AdamP on BACH_transformed: T 1/3 | E 41/200 Ended | E Time: 6.426s | ~Time Left: 1021.810s |  Train Loss: 0.8689 | Train Acc. 64.1962% | Test Loss: 1.0243 | Test Acc. 57.0833%
AdamP on BACH_transformed: T 1/3 | E 42/200 Ended | E Time: 6.577s | ~Time Left: 1039.178s |  Train Loss: 0.8245 | Train Acc. 67.4322% | Test Loss: 1.3798 | Test Acc. 48.3333%
AdamP on BACH_transformed: T 1/3 | E 43/200 Ended | E Time: 6.545s | ~Time Left: 1027.591s |  Train Loss: 0.8540 | Train Acc. 64.9269% | Test Loss: 0.9267 | Test Acc. 60.8333%
AdamP on BACH_transformed: T 1/3 | E 44/200 Ended | E Time: 6.422s | ~Time Left: 1001.779s |  Train Loss: 0.8387 | Train Acc. 66.2839% | Test Loss: 0.8967 | Test Acc. 62.5000%
AdamP on BACH_transformed: T 1/3 | E 45/200 Ended | E Time: 6.401s | ~Time Left: 992.205s |  Train Loss: 0.8489 | Train Acc. 64.9269% | Test Loss: 0.8474 | Test Acc. 66.2500%
AdamP on BACH_transformed: T 1/3 | E 46/200 Ended | E Time: 6.386s | ~Time Left: 983.381s |  Train Loss: 0.7743 | Train Acc. 68.5804% | Test Loss: 1.0615 | Test Acc. 57.5000%
AdamP on BACH_transformed: T 1/3 | E 47/200 Ended | E Time: 6.386s | ~Time Left: 977.122s |  Train Loss: 0.8100 | Train Acc. 67.0146% | Test Loss: 1.1945 | Test Acc. 54.1667%
AdamP on BACH_transformed: T 1/3 | E 48/200 Ended | E Time: 6.401s | ~Time Left: 972.888s |  Train Loss: 0.8155 | Train Acc. 64.9269% | Test Loss: 0.8374 | Test Acc. 67.5000%
AdamP on BACH_transformed: T 1/3 | E 49/200 Ended | E Time: 6.595s | ~Time Left: 995.834s |  Train Loss: 0.7491 | Train Acc. 71.0856% | Test Loss: 0.9681 | Test Acc. 62.5000%
AdamP on BACH_transformed: T 1/3 | E 50/200 Ended | E Time: 6.347s | ~Time Left: 952.027s |  Train Loss: 0.8351 | Train Acc. 65.3445% | Test Loss: 0.9190 | Test Acc. 60.4167%
AdamP on BACH_transformed: T 1/3 | E 51/200 Ended | E Time: 6.392s | ~Time Left: 952.396s |  Train Loss: 0.7695 | Train Acc. 68.7891% | Test Loss: 0.9903 | Test Acc. 57.9167%
AdamP on BACH_transformed: T 1/3 | E 52/200 Ended | E Time: 6.474s | ~Time Left: 958.224s |  Train Loss: 0.7792 | Train Acc. 68.1628% | Test Loss: 0.9030 | Test Acc. 63.7500%
AdamP on BACH_transformed: T 1/3 | E 53/200 Ended | E Time: 6.512s | ~Time Left: 957.228s |  Train Loss: 0.7429 | Train Acc. 70.1461% | Test Loss: 0.8044 | Test Acc. 67.5000%
AdamP on BACH_transformed: T 1/3 | E 54/200 Ended | E Time: 6.541s | ~Time Left: 955.022s |  Train Loss: 0.7297 | Train Acc. 69.8330% | Test Loss: 1.0658 | Test Acc. 60.4167%
AdamP on BACH_transformed: T 1/3 | E 55/200 Ended | E Time: 6.401s | ~Time Left: 928.074s |  Train Loss: 0.7010 | Train Acc. 72.3382% | Test Loss: 0.7416 | Test Acc. 71.2500%
AdamP on BACH_transformed: T 1/3 | E 56/200 Ended | E Time: 6.456s | ~Time Left: 929.674s |  Train Loss: 0.6690 | Train Acc. 72.7557% | Test Loss: 0.8243 | Test Acc. 67.9167%
AdamP on BACH_transformed: T 1/3 | E 57/200 Ended | E Time: 6.386s | ~Time Left: 913.134s |  Train Loss: 0.6990 | Train Acc. 70.3549% | Test Loss: 1.0558 | Test Acc. 58.7500%
AdamP on BACH_transformed: T 1/3 | E 58/200 Ended | E Time: 6.410s | ~Time Left: 910.237s |  Train Loss: 0.7144 | Train Acc. 70.6681% | Test Loss: 1.6071 | Test Acc. 37.9167%
AdamP on BACH_transformed: T 1/3 | E 59/200 Ended | E Time: 6.381s | ~Time Left: 899.741s |  Train Loss: 0.6996 | Train Acc. 71.2944% | Test Loss: 0.7498 | Test Acc. 73.7500%
AdamP on BACH_transformed: T 1/3 | E 60/200 Ended | E Time: 6.670s | ~Time Left: 933.750s |  Train Loss: 0.6719 | Train Acc. 71.6075% | Test Loss: 1.0970 | Test Acc. 60.4167%
AdamP on BACH_transformed: T 1/3 | E 61/200 Ended | E Time: 6.378s | ~Time Left: 886.572s |  Train Loss: 0.6987 | Train Acc. 71.3988% | Test Loss: 0.7408 | Test Acc. 68.3333%
AdamP on BACH_transformed: T 1/3 | E 62/200 Ended | E Time: 6.380s | ~Time Left: 880.465s |  Train Loss: 0.6480 | Train Acc. 74.0084% | Test Loss: 0.8373 | Test Acc. 70.8333%
AdamP on BACH_transformed: T 1/3 | E 63/200 Ended | E Time: 6.454s | ~Time Left: 884.138s |  Train Loss: 0.6775 | Train Acc. 73.0689% | Test Loss: 1.0440 | Test Acc. 58.7500%
AdamP on BACH_transformed: T 1/3 | E 64/200 Ended | E Time: 6.466s | ~Time Left: 879.367s |  Train Loss: 0.6092 | Train Acc. 74.9478% | Test Loss: 0.7338 | Test Acc. 70.0000%
AdamP on BACH_transformed: T 1/3 | E 65/200 Ended | E Time: 6.560s | ~Time Left: 885.555s |  Train Loss: 0.6664 | Train Acc. 71.8163% | Test Loss: 1.0009 | Test Acc. 63.3333%
AdamP on BACH_transformed: T 1/3 | E 66/200 Ended | E Time: 6.562s | ~Time Left: 879.327s |  Train Loss: 0.6163 | Train Acc. 74.5303% | Test Loss: 0.9555 | Test Acc. 64.1667%
AdamP on BACH_transformed: T 1/3 | E 67/200 Ended | E Time: 6.360s | ~Time Left: 845.927s |  Train Loss: 0.6466 | Train Acc. 73.9040% | Test Loss: 0.8291 | Test Acc. 68.7500%
AdamP on BACH_transformed: T 1/3 | E 68/200 Ended | E Time: 6.482s | ~Time Left: 855.639s |  Train Loss: 0.6131 | Train Acc. 75.4697% | Test Loss: 1.0199 | Test Acc. 65.8333%
AdamP on BACH_transformed: T 1/3 | E 69/200 Ended | E Time: 6.435s | ~Time Left: 843.017s |  Train Loss: 0.5922 | Train Acc. 76.8267% | Test Loss: 0.7054 | Test Acc. 70.8333%
AdamP on BACH_transformed: T 1/3 | E 70/200 Ended | E Time: 6.510s | ~Time Left: 846.288s |  Train Loss: 0.6257 | Train Acc. 75.0522% | Test Loss: 0.7365 | Test Acc. 67.9167%
AdamP on BACH_transformed: T 1/3 | E 71/200 Ended | E Time: 6.484s | ~Time Left: 836.442s |  Train Loss: 0.5527 | Train Acc. 79.4363% | Test Loss: 0.8009 | Test Acc. 73.3333%
AdamP on BACH_transformed: T 1/3 | E 72/200 Ended | E Time: 6.355s | ~Time Left: 813.409s |  Train Loss: 0.5134 | Train Acc. 78.7056% | Test Loss: 1.2498 | Test Acc. 62.0833%
AdamP on BACH_transformed: T 1/3 | E 73/200 Ended | E Time: 6.393s | ~Time Left: 811.974s |  Train Loss: 0.5976 | Train Acc. 77.3486% | Test Loss: 1.3124 | Test Acc. 48.7500%
AdamP on BACH_transformed: T 1/3 | E 74/200 Ended | E Time: 6.613s | ~Time Left: 833.243s |  Train Loss: 0.5332 | Train Acc. 77.7662% | Test Loss: 0.7540 | Test Acc. 70.4167%
AdamP on BACH_transformed: T 1/3 | E 75/200 Ended | E Time: 6.504s | ~Time Left: 812.954s |  Train Loss: 0.5507 | Train Acc. 78.3925% | Test Loss: 0.9386 | Test Acc. 66.2500%
AdamP on BACH_transformed: T 1/3 | E 76/200 Ended | E Time: 6.437s | ~Time Left: 798.239s |  Train Loss: 0.5118 | Train Acc. 79.4363% | Test Loss: 0.7797 | Test Acc. 71.2500%
AdamP on BACH_transformed: T 1/3 | E 77/200 Ended | E Time: 6.444s | ~Time Left: 792.652s |  Train Loss: 0.5836 | Train Acc. 76.4092% | Test Loss: 1.1031 | Test Acc. 60.8333%
AdamP on BACH_transformed: T 1/3 | E 78/200 Ended | E Time: 6.386s | ~Time Left: 779.081s |  Train Loss: 0.5715 | Train Acc. 77.6618% | Test Loss: 0.7536 | Test Acc. 70.4167%
AdamP on BACH_transformed: T 1/3 | E 79/200 Ended | E Time: 6.593s | ~Time Left: 797.697s |  Train Loss: 0.5107 | Train Acc. 79.9582% | Test Loss: 0.7493 | Test Acc. 74.5833%
AdamP on BACH_transformed: T 1/3 | E 80/200 Ended | E Time: 6.529s | ~Time Left: 783.458s |  Train Loss: 0.5536 | Train Acc. 77.3486% | Test Loss: 1.0340 | Test Acc. 61.2500%
AdamP on BACH_transformed: T 1/3 | E 81/200 Ended | E Time: 6.387s | ~Time Left: 760.027s |  Train Loss: 0.5217 | Train Acc. 80.6889% | Test Loss: 1.0765 | Test Acc. 62.9167%
AdamP on BACH_transformed: T 1/3 | E 82/200 Ended | E Time: 6.421s | ~Time Left: 757.641s |  Train Loss: 0.5171 | Train Acc. 81.1065% | Test Loss: 0.8534 | Test Acc. 69.1667%
AdamP on BACH_transformed: T 1/3 | E 83/200 Ended | E Time: 6.442s | ~Time Left: 753.749s |  Train Loss: 0.4769 | Train Acc. 82.2547% | Test Loss: 0.8061 | Test Acc. 68.7500%
AdamP on BACH_transformed: T 1/3 | E 84/200 Ended | E Time: 6.579s | ~Time Left: 763.142s |  Train Loss: 0.4687 | Train Acc. 82.0459% | Test Loss: 0.7018 | Test Acc. 74.5833%
AdamP on BACH_transformed: T 1/3 | E 85/200 Ended | E Time: 6.403s | ~Time Left: 736.341s |  Train Loss: 0.5267 | Train Acc. 79.1232% | Test Loss: 0.7890 | Test Acc. 69.1667%
AdamP on BACH_transformed: T 1/3 | E 86/200 Ended | E Time: 6.426s | ~Time Left: 732.582s |  Train Loss: 0.4528 | Train Acc. 83.1942% | Test Loss: 0.7893 | Test Acc. 70.4167%
AdamP on BACH_transformed: T 1/3 | E 87/200 Ended | E Time: 6.450s | ~Time Left: 728.856s |  Train Loss: 0.4611 | Train Acc. 81.0021% | Test Loss: 0.7491 | Test Acc. 67.9167%
AdamP on BACH_transformed: T 1/3 | E 88/200 Ended | E Time: 6.435s | ~Time Left: 720.686s |  Train Loss: 0.5347 | Train Acc. 79.0188% | Test Loss: 0.8236 | Test Acc. 68.7500%
AdamP on BACH_transformed: T 1/3 | E 89/200 Ended | E Time: 6.437s | ~Time Left: 714.527s |  Train Loss: 0.4328 | Train Acc. 83.6117% | Test Loss: 0.7272 | Test Acc. 68.3333%
AdamP on BACH_transformed: T 1/3 | E 90/200 Ended | E Time: 6.510s | ~Time Left: 716.087s |  Train Loss: 0.4341 | Train Acc. 83.0898% | Test Loss: 0.6474 | Test Acc. 75.8333%
AdamP on BACH_transformed: T 1/3 | E 91/200 Ended | E Time: 6.522s | ~Time Left: 710.857s |  Train Loss: 0.4201 | Train Acc. 83.8205% | Test Loss: 0.9273 | Test Acc. 71.6667%
AdamP on BACH_transformed: T 1/3 | E 92/200 Ended | E Time: 6.410s | ~Time Left: 692.275s |  Train Loss: 0.4538 | Train Acc. 82.0459% | Test Loss: 0.8504 | Test Acc. 72.9167%
AdamP on BACH_transformed: T 1/3 | E 93/200 Ended | E Time: 6.395s | ~Time Left: 684.309s |  Train Loss: 0.4577 | Train Acc. 84.1336% | Test Loss: 1.1401 | Test Acc. 65.0000%
AdamP on BACH_transformed: T 1/3 | E 94/200 Ended | E Time: 6.429s | ~Time Left: 681.509s |  Train Loss: 0.4655 | Train Acc. 83.7161% | Test Loss: 0.6205 | Test Acc. 77.0833%
AdamP on BACH_transformed: T 1/3 | E 95/200 Ended | E Time: 6.396s | ~Time Left: 671.582s |  Train Loss: 0.4202 | Train Acc. 82.4635% | Test Loss: 0.6463 | Test Acc. 74.1667%
AdamP on BACH_transformed: T 1/3 | E 96/200 Ended | E Time: 6.524s | ~Time Left: 678.465s |  Train Loss: 0.4730 | Train Acc. 81.8372% | Test Loss: 0.8041 | Test Acc. 66.2500%
AdamP on BACH_transformed: T 1/3 | E 97/200 Ended | E Time: 6.452s | ~Time Left: 664.559s |  Train Loss: 0.4669 | Train Acc. 81.9415% | Test Loss: 1.1229 | Test Acc. 66.6667%
AdamP on BACH_transformed: T 1/3 | E 98/200 Ended | E Time: 6.383s | ~Time Left: 651.020s |  Train Loss: 0.4511 | Train Acc. 82.8810% | Test Loss: 0.8824 | Test Acc. 66.6667%
AdamP on BACH_transformed: T 1/3 | E 99/200 Ended | E Time: 6.406s | ~Time Left: 646.959s |  Train Loss: 0.3766 | Train Acc. 86.7432% | Test Loss: 0.5950 | Test Acc. 75.8333%
AdamP on BACH_transformed: T 1/3 | E 100/200 Ended | E Time: 6.704s | ~Time Left: 670.441s |  Train Loss: 0.3977 | Train Acc. 85.4906% | Test Loss: 0.6809 | Test Acc. 74.5833%
AdamP on BACH_transformed: T 1/3 | E 101/200 Ended | E Time: 6.517s | ~Time Left: 645.139s |  Train Loss: 0.4095 | Train Acc. 84.9687% | Test Loss: 0.8045 | Test Acc. 71.2500%
AdamP on BACH_transformed: T 1/3 | E 102/200 Ended | E Time: 6.455s | ~Time Left: 632.571s |  Train Loss: 0.3935 | Train Acc. 85.3862% | Test Loss: 0.7810 | Test Acc. 75.8333%
AdamP on BACH_transformed: T 1/3 | E 103/200 Ended | E Time: 6.433s | ~Time Left: 624.003s |  Train Loss: 0.3936 | Train Acc. 86.4301% | Test Loss: 0.9412 | Test Acc. 70.0000%
AdamP on BACH_transformed: T 1/3 | E 104/200 Ended | E Time: 6.410s | ~Time Left: 615.393s |  Train Loss: 0.3747 | Train Acc. 85.4906% | Test Loss: 1.0683 | Test Acc. 67.0833%
AdamP on BACH_transformed: T 1/3 | E 105/200 Ended | E Time: 6.861s | ~Time Left: 651.824s |  Train Loss: 0.3969 | Train Acc. 84.6555% | Test Loss: 0.6971 | Test Acc. 73.3333%
AdamP on BACH_transformed: T 1/3 | E 106/200 Ended | E Time: 6.423s | ~Time Left: 603.733s |  Train Loss: 0.3972 | Train Acc. 84.1336% | Test Loss: 0.6558 | Test Acc. 79.1667%
AdamP on BACH_transformed: T 1/3 | E 107/200 Ended | E Time: 6.367s | ~Time Left: 592.118s |  Train Loss: 0.3960 | Train Acc. 85.4906% | Test Loss: 0.9608 | Test Acc. 68.7500%
AdamP on BACH_transformed: T 1/3 | E 108/200 Ended | E Time: 6.338s | ~Time Left: 583.063s |  Train Loss: 0.3953 | Train Acc. 86.1169% | Test Loss: 0.6149 | Test Acc. 73.7500%
AdamP on BACH_transformed: T 1/3 | E 109/200 Ended | E Time: 6.439s | ~Time Left: 585.987s |  Train Loss: 0.3739 | Train Acc. 86.1169% | Test Loss: 0.6271 | Test Acc. 78.3333%
AdamP on BACH_transformed: T 1/3 | E 110/200 Ended | E Time: 6.393s | ~Time Left: 575.398s |  Train Loss: 0.3753 | Train Acc. 86.7432% | Test Loss: 0.5737 | Test Acc. 79.1667%
AdamP on BACH_transformed: T 1/3 | E 111/200 Ended | E Time: 6.536s | ~Time Left: 581.722s |  Train Loss: 0.3895 | Train Acc. 85.0731% | Test Loss: 0.4619 | Test Acc. 83.7500%
AdamP on BACH_transformed: T 1/3 | E 112/200 Ended | E Time: 6.385s | ~Time Left: 561.871s |  Train Loss: 0.3320 | Train Acc. 88.7265% | Test Loss: 0.8327 | Test Acc. 74.1667%
