transferring data
Sun Jul  4 20:15:18 PDT 2021

Finished transferring
Sun Jul  4 20:15:19 PDT 2021

Adas: Argument Parser Options
---------------------------------------------
    config              : PostTrainingConfigs/BACH_transformed_testing/AdamP/lr-0.0001-config-AdamP.yaml
    data                : /localscratch/zhan8425.6958608.0        
    output              : ADP_post_trained/BACH_transformed/AdamP/output/fine_tuning
    checkpoint          : ADP_post_trained/BACH_transformed/AdamP/checkpoint/fine_tuning/lr-0.0001
    resume              : None                                    
    pretrained_model    : /home/zhan8425/projects/def-plato/zhan8425/HistoKT/.Adas-checkpoint/ADP/best_trial_2.pth.tar
    freeze_encoder      : 1                                       
    root                : .                                       
    save_freq           : 25                                      
    cpu                 : 0                                       
    gpu                 : 0                                       
    mpd                 : 0                                       
    dist_url            : tcp://127.0.0.1:23456                   
    dist_backend        : nccl                                    
    world_size          : -1                                      
    rank                : -1                                      
---------------------------------------------
Adas: Output dir ADP_post_trained/BACH_transformed/AdamP/output/fine_tuning does not exist, building
Adas: Notice: early stop will not be used as it was set to -1.0, training till completion
Adas: Experiment Configuration
---------------------------------------------
    dataset              BACH_transformed    
    network              ResNet18            
    optimizer            AdamP               
    scheduler            None                
    level                L3Only              
    color_kwargs         {'augmentation': 'Color-Distortion', 'distortion': 0.3}
    degree_of_rotation   45                  
    vertical_flipping    0.5                 
    horizontal_flipping  0.5                 
    horizontal_shift     0.1                 
    vertical_shift       0.1                 
    gaussian_blur        0                   
    kernel_size          9                   
    variance             0.1                 
    cutout               0                   
    n_holes              1                   
    cutout_length        16                  
    init_lr              0.0001              
    early_stop_threshold -1.0                
    optimizer_kwargs     {'weight_decay': 0.0005}
    scheduler_kwargs     {'gamma': 0.5, 'step_size': 20.0}
    p                    1                   
    start_trial          0                   
    n_trials             3                   
    num_workers          4                   
    max_epochs           200                 
    mini_batch_size      32                  
    loss                 cross_entropy       
    early_stop_patience  10                  
---------------------------------------------
Adas: Pytorch device is set to cuda
AdamP on BACH_transformed: T 1/3 | E 1/200 Ended | E Time: 7.529s | ~Time Left: 1498.330s |  Train Loss: 1.3201 | Train Acc. 37.5783% | Test Loss: 1.3653 | Test Acc. 32.5000%
AdamP on BACH_transformed: T 1/3 | E 12/200 Ended | E Time: 6.724s | ~Time Left: 1264.120s |  Train Loss: 1.1433 | Train Acc. 50.0000% | Test Loss: 1.2032 | Test Acc. 48.3333%
AdamP on BACH_transformed: T 1/3 | E 13/200 Ended | E Time: 6.675s | ~Time Left: 1248.185s |  Train Loss: 1.1633 | Train Acc. 49.6868% | Test Loss: 1.3432 | Test Acc. 35.4167%
AdamP on BACH_transformed: T 1/3 | E 14/200 Ended | E Time: 6.979s | ~Time Left: 1298.163s |  Train Loss: 1.1549 | Train Acc. 49.5825% | Test Loss: 1.2204 | Test Acc. 49.5833%
AdamP on BACH_transformed: T 1/3 | E 15/200 Ended | E Time: 6.861s | ~Time Left: 1269.285s |  Train Loss: 1.1353 | Train Acc. 50.6263% | Test Loss: 1.1869 | Test Acc. 50.4167%
AdamP on BACH_transformed: T 1/3 | E 16/200 Ended | E Time: 6.650s | ~Time Left: 1223.568s |  Train Loss: 1.1239 | Train Acc. 49.6868% | Test Loss: 1.2094 | Test Acc. 44.5833%
AdamP on BACH_transformed: T 1/3 | E 17/200 Ended | E Time: 6.709s | ~Time Left: 1227.782s |  Train Loss: 1.1806 | Train Acc. 48.4342% | Test Loss: 1.1756 | Test Acc. 50.0000%
AdamP on BACH_transformed: T 1/3 | E 18/200 Ended | E Time: 6.751s | ~Time Left: 1228.706s |  Train Loss: 1.1130 | Train Acc. 51.6701% | Test Loss: 1.0642 | Test Acc. 51.6667%
AdamP on BACH_transformed: T 1/3 | E 19/200 Ended | E Time: 6.638s | ~Time Left: 1201.456s |  Train Loss: 1.1079 | Train Acc. 52.8184% | Test Loss: 1.2057 | Test Acc. 50.4167%
AdamP on BACH_transformed: T 1/3 | E 20/200 Ended | E Time: 6.670s | ~Time Left: 1200.653s |  Train Loss: 1.1228 | Train Acc. 51.1482% | Test Loss: 1.1673 | Test Acc. 56.2500%
AdamP on BACH_transformed: T 1/3 | E 21/200 Ended | E Time: 6.599s | ~Time Left: 1181.295s |  Train Loss: 1.0603 | Train Acc. 55.2192% | Test Loss: 1.0815 | Test Acc. 55.8333%
AdamP on BACH_transformed: T 1/3 | E 22/200 Ended | E Time: 6.672s | ~Time Left: 1187.613s |  Train Loss: 1.0653 | Train Acc. 53.7578% | Test Loss: 1.0935 | Test Acc. 51.6667%
AdamP on BACH_transformed: T 1/3 | E 23/200 Ended | E Time: 6.716s | ~Time Left: 1188.686s |  Train Loss: 1.0477 | Train Acc. 55.3236% | Test Loss: 1.2074 | Test Acc. 49.1667%
AdamP on BACH_transformed: T 1/3 | E 24/200 Ended | E Time: 6.768s | ~Time Left: 1191.130s |  Train Loss: 1.1071 | Train Acc. 53.1315% | Test Loss: 1.1132 | Test Acc. 52.0833%
AdamP on BACH_transformed: T 1/3 | E 25/200 Ended | E Time: 6.654s | ~Time Left: 1164.460s |  Train Loss: 1.0566 | Train Acc. 55.5324% | Test Loss: 1.1474 | Test Acc. 49.1667%
AdamP on BACH_transformed: T 1/3 | E 26/200 Ended | E Time: 6.655s | ~Time Left: 1157.989s |  Train Loss: 1.0405 | Train Acc. 57.0981% | Test Loss: 1.1297 | Test Acc. 47.5000%
AdamP on BACH_transformed: T 1/3 | E 27/200 Ended | E Time: 6.615s | ~Time Left: 1144.424s |  Train Loss: 1.0331 | Train Acc. 55.4280% | Test Loss: 1.0454 | Test Acc. 55.8333%
AdamP on BACH_transformed: T 1/3 | E 28/200 Ended | E Time: 6.688s | ~Time Left: 1150.366s |  Train Loss: 1.0083 | Train Acc. 56.6806% | Test Loss: 1.0693 | Test Acc. 55.4167%
AdamP on BACH_transformed: T 1/3 | E 29/200 Ended | E Time: 6.678s | ~Time Left: 1141.865s |  Train Loss: 1.0239 | Train Acc. 55.1148% | Test Loss: 1.0220 | Test Acc. 57.0833%
AdamP on BACH_transformed: T 1/3 | E 30/200 Ended | E Time: 6.701s | ~Time Left: 1139.231s |  Train Loss: 1.0200 | Train Acc. 55.7411% | Test Loss: 1.0025 | Test Acc. 59.5833%
AdamP on BACH_transformed: T 1/3 | E 31/200 Ended | E Time: 6.678s | ~Time Left: 1128.582s |  Train Loss: 0.9930 | Train Acc. 57.0981% | Test Loss: 1.0224 | Test Acc. 54.1667%
AdamP on BACH_transformed: T 1/3 | E 32/200 Ended | E Time: 6.683s | ~Time Left: 1122.800s |  Train Loss: 0.9808 | Train Acc. 57.9332% | Test Loss: 1.0374 | Test Acc. 57.0833%
AdamP on BACH_transformed: T 1/3 | E 33/200 Ended | E Time: 6.623s | ~Time Left: 1106.006s |  Train Loss: 0.9319 | Train Acc. 62.6305% | Test Loss: 1.1419 | Test Acc. 49.5833%
AdamP on BACH_transformed: T 1/3 | E 34/200 Ended | E Time: 6.706s | ~Time Left: 1113.262s |  Train Loss: 0.9228 | Train Acc. 59.6033% | Test Loss: 0.9800 | Test Acc. 60.0000%
AdamP on BACH_transformed: T 1/3 | E 35/200 Ended | E Time: 6.749s | ~Time Left: 1113.505s |  Train Loss: 0.9475 | Train Acc. 61.2735% | Test Loss: 1.0114 | Test Acc. 59.5833%
AdamP on BACH_transformed: T 1/3 | E 36/200 Ended | E Time: 6.738s | ~Time Left: 1105.028s |  Train Loss: 0.9168 | Train Acc. 60.4384% | Test Loss: 1.0257 | Test Acc. 56.2500%
AdamP on BACH_transformed: T 1/3 | E 37/200 Ended | E Time: 6.657s | ~Time Left: 1085.054s |  Train Loss: 0.9241 | Train Acc. 60.8559% | Test Loss: 1.0657 | Test Acc. 56.6667%
AdamP on BACH_transformed: T 1/3 | E 38/200 Ended | E Time: 6.653s | ~Time Left: 1077.733s |  Train Loss: 0.9181 | Train Acc. 60.5428% | Test Loss: 0.9291 | Test Acc. 63.3333%
AdamP on BACH_transformed: T 1/3 | E 39/200 Ended | E Time: 6.694s | ~Time Left: 1077.802s |  Train Loss: 0.8883 | Train Acc. 61.3779% | Test Loss: 1.1709 | Test Acc. 57.0833%
AdamP on BACH_transformed: T 1/3 | E 40/200 Ended | E Time: 6.887s | ~Time Left: 1101.886s |  Train Loss: 0.8858 | Train Acc. 62.2129% | Test Loss: 0.9443 | Test Acc. 63.7500%
AdamP on BACH_transformed: T 1/3 | E 41/200 Ended | E Time: 6.710s | ~Time Left: 1066.948s |  Train Loss: 0.9046 | Train Acc. 60.4384% | Test Loss: 1.0762 | Test Acc. 54.1667%
AdamP on BACH_transformed: T 1/3 | E 42/200 Ended | E Time: 6.662s | ~Time Left: 1052.634s |  Train Loss: 0.8337 | Train Acc. 65.4489% | Test Loss: 0.8503 | Test Acc. 66.2500%
AdamP on BACH_transformed: T 1/3 | E 43/200 Ended | E Time: 6.727s | ~Time Left: 1056.134s |  Train Loss: 0.8715 | Train Acc. 65.3445% | Test Loss: 0.9873 | Test Acc. 61.6667%
AdamP on BACH_transformed: T 1/3 | E 44/200 Ended | E Time: 6.721s | ~Time Left: 1048.473s |  Train Loss: 0.8365 | Train Acc. 64.6138% | Test Loss: 0.9156 | Test Acc. 62.0833%
AdamP on BACH_transformed: T 1/3 | E 45/200 Ended | E Time: 6.697s | ~Time Left: 1038.100s |  Train Loss: 0.8210 | Train Acc. 66.5971% | Test Loss: 0.9250 | Test Acc. 60.8333%
AdamP on BACH_transformed: T 1/3 | E 46/200 Ended | E Time: 6.578s | ~Time Left: 1012.946s |  Train Loss: 0.8243 | Train Acc. 65.5532% | Test Loss: 0.9161 | Test Acc. 63.7500%
AdamP on BACH_transformed: T 1/3 | E 47/200 Ended | E Time: 6.657s | ~Time Left: 1018.466s |  Train Loss: 0.8083 | Train Acc. 67.0146% | Test Loss: 0.7781 | Test Acc. 68.7500%
AdamP on BACH_transformed: T 1/3 | E 48/200 Ended | E Time: 6.702s | ~Time Left: 1018.728s |  Train Loss: 0.7808 | Train Acc. 67.6409% | Test Loss: 1.0670 | Test Acc. 57.5000%
AdamP on BACH_transformed: T 1/3 | E 49/200 Ended | E Time: 6.745s | ~Time Left: 1018.428s |  Train Loss: 0.8124 | Train Acc. 66.8058% | Test Loss: 1.5203 | Test Acc. 55.8333%
AdamP on BACH_transformed: T 1/3 | E 50/200 Ended | E Time: 6.782s | ~Time Left: 1017.294s |  Train Loss: 0.7994 | Train Acc. 66.4927% | Test Loss: 0.9811 | Test Acc. 58.7500%
AdamP on BACH_transformed: T 1/3 | E 51/200 Ended | E Time: 6.689s | ~Time Left: 996.588s |  Train Loss: 0.7944 | Train Acc. 69.4155% | Test Loss: 0.9825 | Test Acc. 62.5000%
AdamP on BACH_transformed: T 1/3 | E 52/200 Ended | E Time: 6.680s | ~Time Left: 988.598s |  Train Loss: 0.7439 | Train Acc. 68.5804% | Test Loss: 1.0130 | Test Acc. 61.2500%
AdamP on BACH_transformed: T 1/3 | E 53/200 Ended | E Time: 7.132s | ~Time Left: 1048.450s |  Train Loss: 0.7374 | Train Acc. 69.7286% | Test Loss: 0.9482 | Test Acc. 63.7500%
AdamP on BACH_transformed: T 1/3 | E 54/200 Ended | E Time: 6.673s | ~Time Left: 974.321s |  Train Loss: 0.7673 | Train Acc. 69.4155% | Test Loss: 0.8291 | Test Acc. 67.0833%
AdamP on BACH_transformed: T 1/3 | E 55/200 Ended | E Time: 6.647s | ~Time Left: 963.872s |  Train Loss: 0.7283 | Train Acc. 71.9207% | Test Loss: 0.9025 | Test Acc. 64.1667%
AdamP on BACH_transformed: T 1/3 | E 56/200 Ended | E Time: 6.730s | ~Time Left: 969.055s |  Train Loss: 0.7554 | Train Acc. 71.3988% | Test Loss: 0.9178 | Test Acc. 60.4167%
AdamP on BACH_transformed: T 1/3 | E 57/200 Ended | E Time: 6.750s | ~Time Left: 965.191s |  Train Loss: 0.7227 | Train Acc. 71.7119% | Test Loss: 0.8241 | Test Acc. 65.4167%
AdamP on BACH_transformed: T 1/3 | E 58/200 Ended | E Time: 6.691s | ~Time Left: 950.158s |  Train Loss: 0.7207 | Train Acc. 71.1900% | Test Loss: 1.0912 | Test Acc. 59.5833%
AdamP on BACH_transformed: T 1/3 | E 59/200 Ended | E Time: 6.856s | ~Time Left: 966.684s |  Train Loss: 0.6999 | Train Acc. 72.9645% | Test Loss: 1.2054 | Test Acc. 55.0000%
AdamP on BACH_transformed: T 1/3 | E 60/200 Ended | E Time: 6.708s | ~Time Left: 939.141s |  Train Loss: 0.7021 | Train Acc. 72.5470% | Test Loss: 0.9396 | Test Acc. 63.7500%
AdamP on BACH_transformed: T 1/3 | E 61/200 Ended | E Time: 6.709s | ~Time Left: 932.485s |  Train Loss: 0.6889 | Train Acc. 72.6514% | Test Loss: 0.9580 | Test Acc. 58.7500%
AdamP on BACH_transformed: T 1/3 | E 62/200 Ended | E Time: 6.740s | ~Time Left: 930.103s |  Train Loss: 0.7006 | Train Acc. 71.5031% | Test Loss: 0.8540 | Test Acc. 66.2500%
AdamP on BACH_transformed: T 1/3 | E 63/200 Ended | E Time: 6.680s | ~Time Left: 915.123s |  Train Loss: 0.6682 | Train Acc. 75.0522% | Test Loss: 0.9591 | Test Acc. 66.2500%
AdamP on BACH_transformed: T 1/3 | E 64/200 Ended | E Time: 6.756s | ~Time Left: 918.829s |  Train Loss: 0.6408 | Train Acc. 75.3653% | Test Loss: 0.9630 | Test Acc. 67.0833%
AdamP on BACH_transformed: T 1/3 | E 65/200 Ended | E Time: 6.721s | ~Time Left: 907.304s |  Train Loss: 0.6582 | Train Acc. 74.3215% | Test Loss: 0.9933 | Test Acc. 59.1667%
AdamP on BACH_transformed: T 1/3 | E 66/200 Ended | E Time: 6.761s | ~Time Left: 905.945s |  Train Loss: 0.6838 | Train Acc. 72.7557% | Test Loss: 0.7603 | Test Acc. 67.5000%
AdamP on BACH_transformed: T 1/3 | E 67/200 Ended | E Time: 6.790s | ~Time Left: 903.104s |  Train Loss: 0.6921 | Train Acc. 72.3382% | Test Loss: 0.9045 | Test Acc. 64.1667%
AdamP on BACH_transformed: T 1/3 | E 68/200 Ended | E Time: 7.100s | ~Time Left: 937.209s |  Train Loss: 0.5951 | Train Acc. 77.0355% | Test Loss: 0.7515 | Test Acc. 72.9167%
AdamP on BACH_transformed: T 1/3 | E 69/200 Ended | E Time: 6.678s | ~Time Left: 874.854s |  Train Loss: 0.6097 | Train Acc. 74.8434% | Test Loss: 0.7864 | Test Acc. 70.0000%
AdamP on BACH_transformed: T 1/3 | E 70/200 Ended | E Time: 6.692s | ~Time Left: 869.943s |  Train Loss: 0.6199 | Train Acc. 75.0522% | Test Loss: 0.8521 | Test Acc. 69.1667%
AdamP on BACH_transformed: T 1/3 | E 71/200 Ended | E Time: 6.655s | ~Time Left: 858.479s |  Train Loss: 0.6477 | Train Acc. 73.7996% | Test Loss: 0.9720 | Test Acc. 62.5000%
AdamP on BACH_transformed: T 1/3 | E 72/200 Ended | E Time: 6.683s | ~Time Left: 855.432s |  Train Loss: 0.5939 | Train Acc. 78.0793% | Test Loss: 0.8788 | Test Acc. 71.2500%
AdamP on BACH_transformed: T 1/3 | E 73/200 Ended | E Time: 6.619s | ~Time Left: 840.629s |  Train Loss: 0.5559 | Train Acc. 77.6618% | Test Loss: 0.7793 | Test Acc. 67.9167%
AdamP on BACH_transformed: T 1/3 | E 74/200 Ended | E Time: 6.673s | ~Time Left: 840.793s |  Train Loss: 0.5920 | Train Acc. 76.4092% | Test Loss: 0.7602 | Test Acc. 69.1667%
AdamP on BACH_transformed: T 1/3 | E 75/200 Ended | E Time: 6.795s | ~Time Left: 849.341s |  Train Loss: 0.6165 | Train Acc. 74.5303% | Test Loss: 0.7171 | Test Acc. 70.8333%
AdamP on BACH_transformed: T 1/3 | E 76/200 Ended | E Time: 6.773s | ~Time Left: 839.802s |  Train Loss: 0.6030 | Train Acc. 75.8873% | Test Loss: 1.2369 | Test Acc. 61.2500%
AdamP on BACH_transformed: T 1/3 | E 77/200 Ended | E Time: 6.735s | ~Time Left: 828.427s |  Train Loss: 0.5390 | Train Acc. 78.8100% | Test Loss: 0.8843 | Test Acc. 69.1667%
AdamP on BACH_transformed: T 1/3 | E 78/200 Ended | E Time: 6.693s | ~Time Left: 816.560s |  Train Loss: 0.5863 | Train Acc. 77.3486% | Test Loss: 0.8889 | Test Acc. 66.2500%
AdamP on BACH_transformed: T 1/3 | E 79/200 Ended | E Time: 6.682s | ~Time Left: 808.516s |  Train Loss: 0.6223 | Train Acc. 75.3653% | Test Loss: 0.7590 | Test Acc. 66.2500%
AdamP on BACH_transformed: T 1/3 | E 80/200 Ended | E Time: 6.841s | ~Time Left: 820.955s |  Train Loss: 0.5676 | Train Acc. 77.4530% | Test Loss: 0.6875 | Test Acc. 74.1667%
AdamP on BACH_transformed: T 1/3 | E 81/200 Ended | E Time: 7.010s | ~Time Left: 834.142s |  Train Loss: 0.5763 | Train Acc. 76.7223% | Test Loss: 0.9796 | Test Acc. 65.4167%
AdamP on BACH_transformed: T 1/3 | E 82/200 Ended | E Time: 6.702s | ~Time Left: 790.851s |  Train Loss: 0.5663 | Train Acc. 77.9750% | Test Loss: 1.1196 | Test Acc. 59.1667%
AdamP on BACH_transformed: T 1/3 | E 83/200 Ended | E Time: 6.630s | ~Time Left: 775.737s |  Train Loss: 0.4939 | Train Acc. 81.1065% | Test Loss: 0.9557 | Test Acc. 66.6667%
AdamP on BACH_transformed: T 1/3 | E 84/200 Ended | E Time: 6.695s | ~Time Left: 776.593s |  Train Loss: 0.5681 | Train Acc. 77.3486% | Test Loss: 0.8840 | Test Acc. 67.5000%
AdamP on BACH_transformed: T 1/3 | E 85/200 Ended | E Time: 6.964s | ~Time Left: 800.866s |  Train Loss: 0.5796 | Train Acc. 76.8267% | Test Loss: 0.7550 | Test Acc. 68.7500%
AdamP on BACH_transformed: T 1/3 | E 86/200 Ended | E Time: 7.084s | ~Time Left: 807.533s |  Train Loss: 0.5601 | Train Acc. 77.7662% | Test Loss: 0.6530 | Test Acc. 73.3333%
AdamP on BACH_transformed: T 1/3 | E 87/200 Ended | E Time: 6.694s | ~Time Left: 756.458s |  Train Loss: 0.5094 | Train Acc. 80.7933% | Test Loss: 0.6336 | Test Acc. 72.0833%
AdamP on BACH_transformed: T 1/3 | E 88/200 Ended | E Time: 6.680s | ~Time Left: 748.196s |  Train Loss: 0.4753 | Train Acc. 82.3591% | Test Loss: 0.9163 | Test Acc. 61.6667%
AdamP on BACH_transformed: T 1/3 | E 89/200 Ended | E Time: 6.691s | ~Time Left: 742.709s |  Train Loss: 0.4967 | Train Acc. 80.3758% | Test Loss: 0.9270 | Test Acc. 67.0833%
AdamP on BACH_transformed: T 1/3 | E 90/200 Ended | E Time: 6.797s | ~Time Left: 747.619s |  Train Loss: 0.4988 | Train Acc. 79.9582% | Test Loss: 0.7293 | Test Acc. 70.8333%
AdamP on BACH_transformed: T 1/3 | E 91/200 Ended | E Time: 6.856s | ~Time Left: 747.311s |  Train Loss: 0.4959 | Train Acc. 80.6889% | Test Loss: 0.7150 | Test Acc. 71.6667%
AdamP on BACH_transformed: T 1/3 | E 92/200 Ended | E Time: 6.707s | ~Time Left: 724.376s |  Train Loss: 0.4814 | Train Acc. 81.6284% | Test Loss: 0.8769 | Test Acc. 70.0000%
AdamP on BACH_transformed: T 1/3 | E 93/200 Ended | E Time: 6.675s | ~Time Left: 714.217s |  Train Loss: 0.4819 | Train Acc. 79.8539% | Test Loss: 0.7801 | Test Acc. 70.0000%
AdamP on BACH_transformed: T 1/3 | E 94/200 Ended | E Time: 6.694s | ~Time Left: 709.540s |  Train Loss: 0.4537 | Train Acc. 81.9415% | Test Loss: 0.8373 | Test Acc. 71.2500%
AdamP on BACH_transformed: T 1/3 | E 95/200 Ended | E Time: 6.756s | ~Time Left: 709.389s |  Train Loss: 0.4610 | Train Acc. 80.5846% | Test Loss: 0.7779 | Test Acc. 73.3333%
AdamP on BACH_transformed: T 1/3 | E 96/200 Ended | E Time: 6.836s | ~Time Left: 710.956s |  Train Loss: 0.4344 | Train Acc. 82.0459% | Test Loss: 0.6179 | Test Acc. 77.0833%
AdamP on BACH_transformed: T 1/3 | E 97/200 Ended | E Time: 6.678s | ~Time Left: 687.848s |  Train Loss: 0.4682 | Train Acc. 81.3152% | Test Loss: 0.8962 | Test Acc. 68.3333%
AdamP on BACH_transformed: T 1/3 | E 98/200 Ended | E Time: 6.619s | ~Time Left: 675.156s |  Train Loss: 0.4475 | Train Acc. 83.0898% | Test Loss: 1.2111 | Test Acc. 64.1667%
AdamP on BACH_transformed: T 1/3 | E 99/200 Ended | E Time: 6.729s | ~Time Left: 679.619s |  Train Loss: 0.4642 | Train Acc. 81.2109% | Test Loss: 0.6308 | Test Acc. 77.0833%
AdamP on BACH_transformed: T 1/3 | E 100/200 Ended | E Time: 6.671s | ~Time Left: 667.083s |  Train Loss: 0.4450 | Train Acc. 81.6284% | Test Loss: 0.5571 | Test Acc. 74.1667%
AdamP on BACH_transformed: T 1/3 | E 101/200 Ended | E Time: 6.713s | ~Time Left: 664.583s |  Train Loss: 0.4493 | Train Acc. 83.0898% | Test Loss: 0.9945 | Test Acc. 66.2500%
AdamP on BACH_transformed: T 1/3 | E 102/200 Ended | E Time: 6.716s | ~Time Left: 658.131s |  Train Loss: 0.4301 | Train Acc. 83.6117% | Test Loss: 0.6668 | Test Acc. 73.3333%
AdamP on BACH_transformed: T 1/3 | E 103/200 Ended | E Time: 6.794s | ~Time Left: 659.019s |  Train Loss: 0.4149 | Train Acc. 85.9081% | Test Loss: 0.7054 | Test Acc. 73.7500%
AdamP on BACH_transformed: T 1/3 | E 104/200 Ended | E Time: 6.744s | ~Time Left: 647.423s |  Train Loss: 0.3956 | Train Acc. 85.5950% | Test Loss: 0.6527 | Test Acc. 76.2500%
AdamP on BACH_transformed: T 1/3 | E 105/200 Ended | E Time: 6.660s | ~Time Left: 632.654s |  Train Loss: 0.3693 | Train Acc. 85.3862% | Test Loss: 0.7996 | Test Acc. 72.9167%
AdamP on BACH_transformed: T 1/3 | E 106/200 Ended | E Time: 6.683s | ~Time Left: 628.238s |  Train Loss: 0.4386 | Train Acc. 81.9415% | Test Loss: 0.8538 | Test Acc. 66.6667%
AdamP on BACH_transformed: T 1/3 | E 107/200 Ended | E Time: 6.771s | ~Time Left: 629.739s |  Train Loss: 0.4093 | Train Acc. 83.7161% | Test Loss: 0.7110 | Test Acc. 76.2500%
AdamP on BACH_transformed: T 1/3 | E 108/200 Ended | E Time: 6.673s | ~Time Left: 613.958s |  Train Loss: 0.3834 | Train Acc. 84.4468% | Test Loss: 0.7832 | Test Acc. 69.5833%
AdamP on BACH_transformed: T 1/3 | E 109/200 Ended | E Time: 6.629s | ~Time Left: 603.263s |  Train Loss: 0.3730 | Train Acc. 86.1169% | Test Loss: 0.7243 | Test Acc. 71.6667%
AdamP on BACH_transformed: T 1/3 | E 110/200 Ended | E Time: 6.829s | ~Time Left: 614.643s |  Train Loss: 0.4000 | Train Acc. 85.4906% | Test Loss: 0.7496 | Test Acc. 70.0000%
AdamP on BACH_transformed: T 1/3 | E 111/200 Ended | E Time: 6.681s | ~Time Left: 594.647s |  Train Loss: 0.4451 | Train Acc. 82.4635% | Test Loss: 0.7084 | Test Acc. 75.0000%
