transferring data
Tue Jul  6 16:20:05 PDT 2021

Finished transferring
Tue Jul  6 16:20:11 PDT 2021

Adas: Argument Parser Options
---------------------------------------------
    config              : PostTrainingConfigs/AJ-Lymph_transformed_testing/AdamP/lr-0.0005-config-AdamP.yaml
    data                : /localscratch/zhan8425.7068013.0        
    output              : ImageNet_post_trained/AJ-Lymph_transformed/AdamP/output/fine_tuning
    checkpoint          : ImageNet_post_trained/AJ-Lymph_transformed/AdamP/checkpoint/fine_tuning/lr-0.0005
    resume              : None                                    
    pretrained_model    : ImageNet                                
    freeze_encoder      : 1                                       
    root                : .                                       
    save_freq           : 200                                     
    cpu                 : 0                                       
    gpu                 : 0                                       
    mpd                 : 0                                       
    dist_url            : tcp://127.0.0.1:23456                   
    dist_backend        : nccl                                    
    world_size          : -1                                      
    rank                : -1                                      
---------------------------------------------
Adas: Output dir ImageNet_post_trained/AJ-Lymph_transformed/AdamP/output/fine_tuning does not exist, building
Adas: Notice: early stop will not be used as it was set to -1.0, training till completion
Adas: Experiment Configuration
---------------------------------------------
    dataset              AJ-Lymph_transformed
    network              ResNet18            
    optimizer            AdamP               
    scheduler            None                
    level                L3Only              
    color_kwargs         {'augmentation': 'Color-Distortion', 'distortion': 0.3}
    degree_of_rotation   45                  
    vertical_flipping    0.5                 
    horizontal_flipping  0.5                 
    horizontal_shift     0.1                 
    vertical_shift       0.1                 
    gaussian_blur        0                   
    kernel_size          9                   
    variance             0.1                 
    cutout               0                   
    n_holes              1                   
    cutout_length        16                  
    init_lr              0.0005              
    early_stop_threshold -1.0                
    optimizer_kwargs     {'weight_decay': 0.0005}
    scheduler_kwargs     {'gamma': 0.5, 'step_size': 20.0}
    p                    1                   
    start_trial          0                   
    n_trials             3                   
    num_workers          4                   
    max_epochs           200                 
    mini_batch_size      32                  
    loss                 cross_entropy       
    early_stop_patience  10                  
---------------------------------------------
Adas: Pytorch device is set to cuda
AdamP on AJ-Lymph_transformed: T 1/3 | E 1/200 Ended | E Time: 4.365s | ~Time Left: 868.710s |  Train Loss: 1.2592 | Train Acc. 45.4850% | Test Loss: 1.6173 | Test Acc. 35.1351%
AdamP on AJ-Lymph_transformed: T 1/3 | E 2/200 Ended | E Time: 3.242s | ~Time Left: 641.926s |  Train Loss: 1.1194 | Train Acc. 49.4983% | Test Loss: 2.1589 | Test Acc. 40.5405%
AdamP on AJ-Lymph_transformed: T 1/3 | E 3/200 Ended | E Time: 3.253s | ~Time Left: 640.800s |  Train Loss: 1.0796 | Train Acc. 44.4816% | Test Loss: 1.0518 | Test Acc. 45.9459%
AdamP on AJ-Lymph_transformed: T 1/3 | E 4/200 Ended | E Time: 3.271s | ~Time Left: 641.091s |  Train Loss: 0.9551 | Train Acc. 54.1806% | Test Loss: 1.3316 | Test Acc. 43.2432%
AdamP on AJ-Lymph_transformed: T 1/3 | E 5/200 Ended | E Time: 3.232s | ~Time Left: 630.283s |  Train Loss: 0.9124 | Train Acc. 53.8462% | Test Loss: 0.8428 | Test Acc. 48.6487%
AdamP on AJ-Lymph_transformed: T 1/3 | E 6/200 Ended | E Time: 3.243s | ~Time Left: 629.150s |  Train Loss: 0.8718 | Train Acc. 55.1839% | Test Loss: 0.9324 | Test Acc. 43.2432%
AdamP on AJ-Lymph_transformed: T 1/3 | E 7/200 Ended | E Time: 3.234s | ~Time Left: 624.226s |  Train Loss: 0.9021 | Train Acc. 56.8562% | Test Loss: 0.7253 | Test Acc. 43.2432%
AdamP on AJ-Lymph_transformed: T 1/3 | E 8/200 Ended | E Time: 3.244s | ~Time Left: 622.809s |  Train Loss: 0.8780 | Train Acc. 58.5284% | Test Loss: 0.8973 | Test Acc. 56.7568%
AdamP on AJ-Lymph_transformed: T 1/3 | E 9/200 Ended | E Time: 3.255s | ~Time Left: 621.737s |  Train Loss: 0.8951 | Train Acc. 59.8662% | Test Loss: 0.6058 | Test Acc. 72.9730%
AdamP on AJ-Lymph_transformed: T 1/3 | E 10/200 Ended | E Time: 3.266s | ~Time Left: 620.470s |  Train Loss: 0.8869 | Train Acc. 58.5284% | Test Loss: 1.1182 | Test Acc. 48.6487%
AdamP on AJ-Lymph_transformed: T 1/3 | E 11/200 Ended | E Time: 3.611s | ~Time Left: 682.558s |  Train Loss: 0.8639 | Train Acc. 59.8662% | Test Loss: 0.7531 | Test Acc. 64.8649%
