transferring data
Mon Jun 21 12:23:21 PDT 2021

Finished transferring
Mon Jun 21 12:23:23 PDT 2021

Adas: Argument Parser Options
---------------------------------------------
    config              : HistoKTconfigs/BACH_transformed-configAdas.yaml
    data                : /localscratch/zhan8425.5632356.0        
    output              : .Adas-output/BACH_transformed           
    checkpoint          : .Adas-checkpoint/BACH_transformed       
    resume              : None                                    
    root                : .                                       
    save_freq           : 25                                      
    cpu                 : 0                                       
    gpu                 : 0                                       
    mpd                 : 0                                       
    dist_url            : tcp://127.0.0.1:23456                   
    dist_backend        : nccl                                    
    world_size          : -1                                      
    rank                : -1                                      
---------------------------------------------
Adas: Notice: early stop will not be used as it was set to -1.0, training till completion
Adas: Experiment Configuration
---------------------------------------------
    dataset              BACH_transformed    
    network              ResNet18            
    optimizer            Adas                
    scheduler            None                
    level                L3Only              
    color_kwargs         {'augmentation': 'Color-Distortion', 'distortion': 0.3}
    degree_of_rotation   45                  
    vertical_flipping    0.5                 
    horizontal_flipping  0.5                 
    horizontal_shift     0.1                 
    vertical_shift       0.1                 
    gaussian_blur        0                   
    kernel_size          9                   
    variance             0.1                 
    cutout               0                   
    n_holes              1                   
    cutout_length        16                  
    init_lr              0.03                
    early_stop_threshold -1.0                
    optimizer_kwargs     {'momentum': 0.9, 'weight_decay': 0.0005, 'beta': 0.98, 'linear': 0.0, 'gamma': 0.5, 'step_size': 25.0}
    scheduler_kwargs     {}
    p                    1                   
    start_trial          0                   
    n_trials             3                   
    num_workers          4                   
    max_epochs           250                 
    mini_batch_size      32                  
    loss                 cross_entropy       
    early_stop_patience  10                  
---------------------------------------------
Adas: Pytorch device is set to cuda
Adas on BACH_transformed: T 1/3 | E 1/250 Ended | E Time: 9.927s | ~Time Left: 2471.929s |  Train Loss: 1.9119 | Train Acc. 29.9582% | Test Loss: 10.6001 | Test Acc. 27.9167%
Adas on BACH_transformed: T 1/3 | E 12/250 Ended | E Time: 6.906s | ~Time Left: 1643.598s |  Train Loss: 1.3012 | Train Acc. 38.8309% | Test Loss: 1.2564 | Test Acc. 45.4167%
Adas on BACH_transformed: T 1/3 | E 13/250 Ended | E Time: 7.106s | ~Time Left: 1684.053s |  Train Loss: 1.2597 | Train Acc. 41.9624% | Test Loss: 1.2028 | Test Acc. 42.5000%
Adas on BACH_transformed: T 1/3 | E 14/250 Ended | E Time: 7.303s | ~Time Left: 1723.476s |  Train Loss: 1.2718 | Train Acc. 39.6660% | Test Loss: 1.2648 | Test Acc. 42.9167%
Adas on BACH_transformed: T 1/3 | E 15/250 Ended | E Time: 6.946s | ~Time Left: 1632.299s |  Train Loss: 1.2683 | Train Acc. 41.6493% | Test Loss: 1.2982 | Test Acc. 36.2500%
Adas on BACH_transformed: T 1/3 | E 16/250 Ended | E Time: 7.924s | ~Time Left: 1854.233s |  Train Loss: 1.2632 | Train Acc. 41.6493% | Test Loss: 1.3255 | Test Acc. 40.0000%
Adas on BACH_transformed: T 1/3 | E 17/250 Ended | E Time: 6.928s | ~Time Left: 1614.231s |  Train Loss: 1.2887 | Train Acc. 41.0230% | Test Loss: 1.2458 | Test Acc. 40.4167%
Adas on BACH_transformed: T 1/3 | E 18/250 Ended | E Time: 6.881s | ~Time Left: 1596.302s |  Train Loss: 1.2312 | Train Acc. 45.7203% | Test Loss: 1.2574 | Test Acc. 42.0833%
Adas on BACH_transformed: T 1/3 | E 19/250 Ended | E Time: 6.979s | ~Time Left: 1612.088s |  Train Loss: 1.2499 | Train Acc. 42.9019% | Test Loss: 1.3242 | Test Acc. 35.4167%
Adas on BACH_transformed: T 1/3 | E 20/250 Ended | E Time: 6.988s | ~Time Left: 1607.174s |  Train Loss: 1.2120 | Train Acc. 44.5720% | Test Loss: 1.2518 | Test Acc. 37.0833%
Adas on BACH_transformed: T 1/3 | E 21/250 Ended | E Time: 8.095s | ~Time Left: 1853.679s |  Train Loss: 1.2393 | Train Acc. 43.2150% | Test Loss: 1.1447 | Test Acc. 46.6667%
Adas on BACH_transformed: T 1/3 | E 22/250 Ended | E Time: 7.329s | ~Time Left: 1671.068s |  Train Loss: 1.2047 | Train Acc. 44.3633% | Test Loss: 1.1708 | Test Acc. 47.5000%
Adas on BACH_transformed: T 1/3 | E 23/250 Ended | E Time: 6.925s | ~Time Left: 1572.014s |  Train Loss: 1.1788 | Train Acc. 48.0167% | Test Loss: 1.2246 | Test Acc. 44.5833%
Adas on BACH_transformed: T 1/3 | E 24/250 Ended | E Time: 6.960s | ~Time Left: 1573.026s |  Train Loss: 1.1804 | Train Acc. 46.1378% | Test Loss: 1.2293 | Test Acc. 42.0833%
Adas on BACH_transformed: T 1/3 | E 25/250 Ended | E Time: 6.980s | ~Time Left: 1570.398s |  Train Loss: 1.2185 | Train Acc. 43.5282% | Test Loss: 1.1735 | Test Acc. 44.1667%
Adas on BACH_transformed: T 1/3 | E 26/250 Ended | E Time: 7.530s | ~Time Left: 1686.671s |  Train Loss: 1.2187 | Train Acc. 46.2422% | Test Loss: 1.1861 | Test Acc. 47.9167%
Adas on BACH_transformed: T 1/3 | E 27/250 Ended | E Time: 7.412s | ~Time Left: 1652.964s |  Train Loss: 1.2113 | Train Acc. 45.1983% | Test Loss: 1.1841 | Test Acc. 47.0833%
Adas on BACH_transformed: T 1/3 | E 28/250 Ended | E Time: 6.972s | ~Time Left: 1547.890s |  Train Loss: 1.1670 | Train Acc. 48.9562% | Test Loss: 1.1993 | Test Acc. 45.0000%
Adas on BACH_transformed: T 1/3 | E 29/250 Ended | E Time: 6.915s | ~Time Left: 1528.117s |  Train Loss: 1.1925 | Train Acc. 44.3633% | Test Loss: 1.1354 | Test Acc. 51.2500%
Adas on BACH_transformed: T 1/3 | E 30/250 Ended | E Time: 6.997s | ~Time Left: 1539.251s |  Train Loss: 1.1959 | Train Acc. 47.3904% | Test Loss: 1.1618 | Test Acc. 49.1667%
Adas on BACH_transformed: T 1/3 | E 31/250 Ended | E Time: 7.959s | ~Time Left: 1742.975s |  Train Loss: 1.1625 | Train Acc. 49.3737% | Test Loss: 1.2793 | Test Acc. 40.8333%
Adas on BACH_transformed: T 1/3 | E 32/250 Ended | E Time: 7.325s | ~Time Left: 1596.831s |  Train Loss: 1.1696 | Train Acc. 49.6868% | Test Loss: 1.1592 | Test Acc. 44.1667%
Adas on BACH_transformed: T 1/3 | E 33/250 Ended | E Time: 6.990s | ~Time Left: 1516.814s |  Train Loss: 1.1874 | Train Acc. 47.3904% | Test Loss: 1.1613 | Test Acc. 47.5000%
Adas on BACH_transformed: T 1/3 | E 34/250 Ended | E Time: 6.930s | ~Time Left: 1496.858s |  Train Loss: 1.1590 | Train Acc. 49.6868% | Test Loss: 1.1485 | Test Acc. 48.3333%
Adas on BACH_transformed: T 1/3 | E 35/250 Ended | E Time: 8.199s | ~Time Left: 1762.853s |  Train Loss: 1.1737 | Train Acc. 49.8956% | Test Loss: 1.1925 | Test Acc. 46.6667%
Adas on BACH_transformed: T 1/3 | E 36/250 Ended | E Time: 8.137s | ~Time Left: 1741.226s |  Train Loss: 1.1359 | Train Acc. 48.7474% | Test Loss: 1.1518 | Test Acc. 47.5000%
Adas on BACH_transformed: T 1/3 | E 37/250 Ended | E Time: 7.546s | ~Time Left: 1607.356s |  Train Loss: 1.1178 | Train Acc. 51.1482% | Test Loss: 1.1186 | Test Acc. 50.0000%
Adas on BACH_transformed: T 1/3 | E 38/250 Ended | E Time: 6.870s | ~Time Left: 1456.383s |  Train Loss: 1.1573 | Train Acc. 48.1211% | Test Loss: 1.1462 | Test Acc. 47.5000%
Adas on BACH_transformed: T 1/3 | E 39/250 Ended | E Time: 6.920s | ~Time Left: 1460.167s |  Train Loss: 1.1357 | Train Acc. 51.1482% | Test Loss: 1.0831 | Test Acc. 49.5833%
Adas on BACH_transformed: T 1/3 | E 40/250 Ended | E Time: 7.034s | ~Time Left: 1477.129s |  Train Loss: 1.1431 | Train Acc. 50.5219% | Test Loss: 1.1605 | Test Acc. 48.7500%
Adas on BACH_transformed: T 1/3 | E 41/250 Ended | E Time: 7.460s | ~Time Left: 1559.182s |  Train Loss: 1.1392 | Train Acc. 51.0438% | Test Loss: 1.1652 | Test Acc. 47.0833%
Adas on BACH_transformed: T 1/3 | E 42/250 Ended | E Time: 7.291s | ~Time Left: 1516.491s |  Train Loss: 1.1176 | Train Acc. 52.7140% | Test Loss: 1.1617 | Test Acc. 46.6667%
Adas on BACH_transformed: T 1/3 | E 43/250 Ended | E Time: 6.895s | ~Time Left: 1427.249s |  Train Loss: 1.1410 | Train Acc. 49.8956% | Test Loss: 1.0883 | Test Acc. 52.0833%
Adas on BACH_transformed: T 1/3 | E 44/250 Ended | E Time: 7.457s | ~Time Left: 1536.087s |  Train Loss: 1.1149 | Train Acc. 51.4614% | Test Loss: 1.1072 | Test Acc. 52.9167%
Adas on BACH_transformed: T 1/3 | E 45/250 Ended | E Time: 7.207s | ~Time Left: 1477.391s |  Train Loss: 1.0799 | Train Acc. 53.0271% | Test Loss: 1.1438 | Test Acc. 53.3333%
Adas on BACH_transformed: T 1/3 | E 46/250 Ended | E Time: 6.862s | ~Time Left: 1399.800s |  Train Loss: 1.1022 | Train Acc. 53.5491% | Test Loss: 1.1930 | Test Acc. 42.5000%
Adas on BACH_transformed: T 1/3 | E 47/250 Ended | E Time: 7.305s | ~Time Left: 1482.958s |  Train Loss: 1.0730 | Train Acc. 53.6534% | Test Loss: 1.0370 | Test Acc. 52.0833%
Adas on BACH_transformed: T 1/3 | E 48/250 Ended | E Time: 7.181s | ~Time Left: 1450.494s |  Train Loss: 1.0961 | Train Acc. 54.1754% | Test Loss: 1.1487 | Test Acc. 51.2500%
Adas on BACH_transformed: T 1/3 | E 49/250 Ended | E Time: 6.935s | ~Time Left: 1393.911s |  Train Loss: 1.0833 | Train Acc. 54.5929% | Test Loss: 1.0889 | Test Acc. 52.9167%
Adas on BACH_transformed: T 1/3 | E 50/250 Ended | E Time: 6.996s | ~Time Left: 1399.140s |  Train Loss: 1.0756 | Train Acc. 53.9666% | Test Loss: 1.0471 | Test Acc. 52.5000%
Adas on BACH_transformed: T 1/3 | E 51/250 Ended | E Time: 6.922s | ~Time Left: 1377.514s |  Train Loss: 1.0479 | Train Acc. 54.3841% | Test Loss: 1.0155 | Test Acc. 59.5833%
Adas on BACH_transformed: T 1/3 | E 52/250 Ended | E Time: 7.053s | ~Time Left: 1396.582s |  Train Loss: 1.0795 | Train Acc. 54.5929% | Test Loss: 1.0462 | Test Acc. 56.2500%
Adas on BACH_transformed: T 1/3 | E 53/250 Ended | E Time: 6.937s | ~Time Left: 1366.567s |  Train Loss: 1.0462 | Train Acc. 56.7850% | Test Loss: 1.0772 | Test Acc. 56.6667%
Adas on BACH_transformed: T 1/3 | E 54/250 Ended | E Time: 6.901s | ~Time Left: 1352.609s |  Train Loss: 1.0636 | Train Acc. 54.5929% | Test Loss: 1.0230 | Test Acc. 60.8333%
Adas on BACH_transformed: T 1/3 | E 55/250 Ended | E Time: 7.006s | ~Time Left: 1366.177s |  Train Loss: 1.0615 | Train Acc. 54.9061% | Test Loss: 1.0782 | Test Acc. 52.0833%
Adas on BACH_transformed: T 1/3 | E 56/250 Ended | E Time: 7.012s | ~Time Left: 1360.319s |  Train Loss: 1.0452 | Train Acc. 55.9499% | Test Loss: 1.0982 | Test Acc. 56.6667%
Adas on BACH_transformed: T 1/3 | E 57/250 Ended | E Time: 7.014s | ~Time Left: 1353.653s |  Train Loss: 1.0364 | Train Acc. 54.2798% | Test Loss: 1.0233 | Test Acc. 55.0000%
Adas on BACH_transformed: T 1/3 | E 58/250 Ended | E Time: 6.959s | ~Time Left: 1336.058s |  Train Loss: 0.9981 | Train Acc. 56.8894% | Test Loss: 1.0429 | Test Acc. 56.2500%
Adas on BACH_transformed: T 1/3 | E 59/250 Ended | E Time: 7.213s | ~Time Left: 1377.699s |  Train Loss: 1.0059 | Train Acc. 57.4113% | Test Loss: 1.1188 | Test Acc. 55.4167%
Adas on BACH_transformed: T 1/3 | E 60/250 Ended | E Time: 7.136s | ~Time Left: 1355.924s |  Train Loss: 1.0039 | Train Acc. 57.6200% | Test Loss: 0.9807 | Test Acc. 60.8333%
Adas on BACH_transformed: T 1/3 | E 61/250 Ended | E Time: 6.964s | ~Time Left: 1316.284s |  Train Loss: 1.0142 | Train Acc. 58.0376% | Test Loss: 1.0166 | Test Acc. 55.0000%
Adas on BACH_transformed: T 1/3 | E 62/250 Ended | E Time: 7.151s | ~Time Left: 1344.344s |  Train Loss: 1.0104 | Train Acc. 56.2631% | Test Loss: 1.0346 | Test Acc. 54.1667%
Adas on BACH_transformed: T 1/3 | E 63/250 Ended | E Time: 6.991s | ~Time Left: 1307.343s |  Train Loss: 0.9949 | Train Acc. 58.4551% | Test Loss: 1.1171 | Test Acc. 54.1667%
Adas on BACH_transformed: T 1/3 | E 64/250 Ended | E Time: 6.976s | ~Time Left: 1297.461s |  Train Loss: 0.9846 | Train Acc. 58.6639% | Test Loss: 1.0720 | Test Acc. 55.8333%
Adas on BACH_transformed: T 1/3 | E 65/250 Ended | E Time: 7.109s | ~Time Left: 1315.227s |  Train Loss: 0.9921 | Train Acc. 57.7244% | Test Loss: 0.9494 | Test Acc. 59.5833%
Adas on BACH_transformed: T 1/3 | E 66/250 Ended | E Time: 7.124s | ~Time Left: 1310.737s |  Train Loss: 1.0127 | Train Acc. 55.0104% | Test Loss: 1.0144 | Test Acc. 59.5833%
Adas on BACH_transformed: T 1/3 | E 67/250 Ended | E Time: 7.049s | ~Time Left: 1289.905s |  Train Loss: 0.9370 | Train Acc. 61.0647% | Test Loss: 0.9627 | Test Acc. 58.3333%
Adas on BACH_transformed: T 1/3 | E 68/250 Ended | E Time: 6.937s | ~Time Left: 1262.531s |  Train Loss: 0.9467 | Train Acc. 58.5595% | Test Loss: 1.0337 | Test Acc. 58.7500%
Adas on BACH_transformed: T 1/3 | E 69/250 Ended | E Time: 6.952s | ~Time Left: 1258.241s |  Train Loss: 0.9875 | Train Acc. 57.5157% | Test Loss: 1.0861 | Test Acc. 53.3333%
Adas on BACH_transformed: T 1/3 | E 70/250 Ended | E Time: 7.158s | ~Time Left: 1288.415s |  Train Loss: 0.9382 | Train Acc. 60.1253% | Test Loss: 0.9213 | Test Acc. 62.9167%
Adas on BACH_transformed: T 1/3 | E 71/250 Ended | E Time: 6.996s | ~Time Left: 1252.339s |  Train Loss: 0.9020 | Train Acc. 61.7954% | Test Loss: 0.8953 | Test Acc. 60.8333%
Adas on BACH_transformed: T 1/3 | E 72/250 Ended | E Time: 6.955s | ~Time Left: 1238.056s |  Train Loss: 0.8969 | Train Acc. 61.8998% | Test Loss: 0.9828 | Test Acc. 57.5000%
Adas on BACH_transformed: T 1/3 | E 73/250 Ended | E Time: 7.023s | ~Time Left: 1243.125s |  Train Loss: 0.9112 | Train Acc. 62.4217% | Test Loss: 0.9601 | Test Acc. 60.0000%
Adas on BACH_transformed: T 1/3 | E 74/250 Ended | E Time: 8.530s | ~Time Left: 1501.326s |  Train Loss: 0.9031 | Train Acc. 61.2735% | Test Loss: 1.2147 | Test Acc. 53.3333%
Adas on BACH_transformed: T 1/3 | E 75/250 Ended | E Time: 6.907s | ~Time Left: 1208.671s |  Train Loss: 0.9105 | Train Acc. 62.1086% | Test Loss: 0.8250 | Test Acc. 60.0000%
Adas on BACH_transformed: T 1/3 | E 76/250 Ended | E Time: 6.905s | ~Time Left: 1201.500s |  Train Loss: 0.8630 | Train Acc. 62.7349% | Test Loss: 0.9676 | Test Acc. 59.1667%
Adas on BACH_transformed: T 1/3 | E 77/250 Ended | E Time: 6.956s | ~Time Left: 1203.375s |  Train Loss: 0.8892 | Train Acc. 63.9875% | Test Loss: 1.0472 | Test Acc. 59.5833%
Adas on BACH_transformed: T 1/3 | E 78/250 Ended | E Time: 6.944s | ~Time Left: 1194.296s |  Train Loss: 0.8927 | Train Acc. 62.4217% | Test Loss: 1.0063 | Test Acc. 60.0000%
Adas on BACH_transformed: T 1/3 | E 79/250 Ended | E Time: 7.588s | ~Time Left: 1297.541s |  Train Loss: 0.8333 | Train Acc. 64.1962% | Test Loss: 0.9974 | Test Acc. 62.0833%
Adas on BACH_transformed: T 1/3 | E 80/250 Ended | E Time: 6.969s | ~Time Left: 1184.761s |  Train Loss: 0.8669 | Train Acc. 65.5532% | Test Loss: 0.9605 | Test Acc. 66.2500%
Adas on BACH_transformed: T 1/3 | E 81/250 Ended | E Time: 7.440s | ~Time Left: 1257.407s |  Train Loss: 0.8721 | Train Acc. 63.5699% | Test Loss: 0.9258 | Test Acc. 60.4167%
Adas on BACH_transformed: T 1/3 | E 82/250 Ended | E Time: 6.937s | ~Time Left: 1165.335s |  Train Loss: 0.8403 | Train Acc. 64.5094% | Test Loss: 0.9733 | Test Acc. 53.7500%
Adas on BACH_transformed: T 1/3 | E 83/250 Ended | E Time: 6.890s | ~Time Left: 1150.711s |  Train Loss: 0.8480 | Train Acc. 64.6138% | Test Loss: 0.9140 | Test Acc. 62.5000%
Adas on BACH_transformed: T 1/3 | E 84/250 Ended | E Time: 6.966s | ~Time Left: 1156.402s |  Train Loss: 0.7900 | Train Acc. 68.5804% | Test Loss: 0.9125 | Test Acc. 65.0000%
Adas on BACH_transformed: T 1/3 | E 85/250 Ended | E Time: 7.361s | ~Time Left: 1214.538s |  Train Loss: 0.7961 | Train Acc. 65.9708% | Test Loss: 1.0676 | Test Acc. 60.0000%
Adas on BACH_transformed: T 1/3 | E 86/250 Ended | E Time: 7.982s | ~Time Left: 1309.114s |  Train Loss: 0.8502 | Train Acc. 65.4489% | Test Loss: 1.0751 | Test Acc. 55.8333%
Adas on BACH_transformed: T 1/3 | E 87/250 Ended | E Time: 6.998s | ~Time Left: 1140.651s |  Train Loss: 0.8222 | Train Acc. 66.8058% | Test Loss: 1.0104 | Test Acc. 58.7500%
Adas on BACH_transformed: T 1/3 | E 88/250 Ended | E Time: 7.309s | ~Time Left: 1183.981s |  Train Loss: 0.7396 | Train Acc. 70.3549% | Test Loss: 0.8226 | Test Acc. 66.6667%
Adas on BACH_transformed: T 1/3 | E 89/250 Ended | E Time: 6.966s | ~Time Left: 1121.484s |  Train Loss: 0.7383 | Train Acc. 69.3111% | Test Loss: 0.9756 | Test Acc. 59.1667%
Adas on BACH_transformed: T 1/3 | E 90/250 Ended | E Time: 7.010s | ~Time Left: 1121.637s |  Train Loss: 0.7572 | Train Acc. 71.3988% | Test Loss: 0.9877 | Test Acc. 62.0833%
Adas on BACH_transformed: T 1/3 | E 91/250 Ended | E Time: 6.992s | ~Time Left: 1111.723s |  Train Loss: 0.7382 | Train Acc. 69.1023% | Test Loss: 0.8391 | Test Acc. 69.1667%
Adas on BACH_transformed: T 1/3 | E 92/250 Ended | E Time: 6.969s | ~Time Left: 1101.119s |  Train Loss: 0.7470 | Train Acc. 70.3549% | Test Loss: 0.8600 | Test Acc. 64.1667%
Adas on BACH_transformed: T 1/3 | E 93/250 Ended | E Time: 7.442s | ~Time Left: 1168.411s |  Train Loss: 0.7084 | Train Acc. 72.1294% | Test Loss: 0.8388 | Test Acc. 67.9167%
Adas on BACH_transformed: T 1/3 | E 94/250 Ended | E Time: 6.958s | ~Time Left: 1085.416s |  Train Loss: 0.7322 | Train Acc. 68.9979% | Test Loss: 1.0183 | Test Acc. 60.8333%
Adas on BACH_transformed: T 1/3 | E 95/250 Ended | E Time: 6.991s | ~Time Left: 1083.657s |  Train Loss: 0.7048 | Train Acc. 71.7119% | Test Loss: 0.9701 | Test Acc. 58.3333%
Adas on BACH_transformed: T 1/3 | E 96/250 Ended | E Time: 6.869s | ~Time Left: 1057.755s |  Train Loss: 0.6915 | Train Acc. 70.8768% | Test Loss: 0.9196 | Test Acc. 65.4167%
Adas on BACH_transformed: T 1/3 | E 97/250 Ended | E Time: 7.132s | ~Time Left: 1091.126s |  Train Loss: 0.6754 | Train Acc. 74.6347% | Test Loss: 0.9272 | Test Acc. 60.8333%
Adas on BACH_transformed: T 1/3 | E 98/250 Ended | E Time: 7.184s | ~Time Left: 1091.905s |  Train Loss: 0.7168 | Train Acc. 71.8163% | Test Loss: 0.8856 | Test Acc. 65.8333%
Adas on BACH_transformed: T 1/3 | E 99/250 Ended | E Time: 6.882s | ~Time Left: 1039.192s |  Train Loss: 0.6701 | Train Acc. 73.4864% | Test Loss: 0.9262 | Test Acc. 60.8333%
Adas on BACH_transformed: T 1/3 | E 100/250 Ended | E Time: 7.507s | ~Time Left: 1126.011s |  Train Loss: 0.6771 | Train Acc. 70.6681% | Test Loss: 0.9846 | Test Acc. 63.3333%
Adas on BACH_transformed: T 1/3 | E 101/250 Ended | E Time: 6.957s | ~Time Left: 1036.527s |  Train Loss: 0.6571 | Train Acc. 73.5908% | Test Loss: 0.9094 | Test Acc. 61.2500%
Adas on BACH_transformed: T 1/3 | E 102/250 Ended | E Time: 6.931s | ~Time Left: 1025.800s |  Train Loss: 0.6724 | Train Acc. 72.4426% | Test Loss: 0.9303 | Test Acc. 65.0000%
Adas on BACH_transformed: T 1/3 | E 103/250 Ended | E Time: 7.030s | ~Time Left: 1033.428s |  Train Loss: 0.6400 | Train Acc. 73.9040% | Test Loss: 0.8295 | Test Acc. 69.1667%
Adas on BACH_transformed: T 1/3 | E 104/250 Ended | E Time: 7.041s | ~Time Left: 1027.915s |  Train Loss: 0.6098 | Train Acc. 73.9040% | Test Loss: 0.8806 | Test Acc. 67.9167%
Adas on BACH_transformed: T 1/3 | E 105/250 Ended | E Time: 7.767s | ~Time Left: 1126.228s |  Train Loss: 0.6816 | Train Acc. 72.4426% | Test Loss: 0.7281 | Test Acc. 70.0000%
Adas on BACH_transformed: T 1/3 | E 106/250 Ended | E Time: 6.884s | ~Time Left: 991.303s |  Train Loss: 0.6363 | Train Acc. 73.7996% | Test Loss: 0.8896 | Test Acc. 65.0000%
Adas on BACH_transformed: T 1/3 | E 107/250 Ended | E Time: 6.919s | ~Time Left: 989.479s |  Train Loss: 0.6066 | Train Acc. 77.7662% | Test Loss: 0.8013 | Test Acc. 65.0000%
Adas on BACH_transformed: T 1/3 | E 108/250 Ended | E Time: 6.880s | ~Time Left: 976.967s |  Train Loss: 0.5878 | Train Acc. 77.2443% | Test Loss: 0.8865 | Test Acc. 64.1667%
Adas on BACH_transformed: T 1/3 | E 109/250 Ended | E Time: 6.993s | ~Time Left: 986.022s |  Train Loss: 0.6040 | Train Acc. 75.3653% | Test Loss: 0.9665 | Test Acc. 60.8333%
Adas on BACH_transformed: T 1/3 | E 110/250 Ended | E Time: 7.441s | ~Time Left: 1041.776s |  Train Loss: 0.6092 | Train Acc. 75.8873% | Test Loss: 0.8617 | Test Acc. 67.5000%
Adas on BACH_transformed: T 1/3 | E 111/250 Ended | E Time: 7.050s | ~Time Left: 979.948s |  Train Loss: 0.5745 | Train Acc. 76.3048% | Test Loss: 0.7371 | Test Acc. 70.0000%
Adas on BACH_transformed: T 1/3 | E 112/250 Ended | E Time: 6.973s | ~Time Left: 962.330s |  Train Loss: 0.6141 | Train Acc. 75.0522% | Test Loss: 1.0302 | Test Acc. 62.0833%
Adas on BACH_transformed: T 1/3 | E 113/250 Ended | E Time: 6.944s | ~Time Left: 951.336s |  Train Loss: 0.6372 | Train Acc. 74.0084% | Test Loss: 0.7417 | Test Acc. 70.8333%
Adas on BACH_transformed: T 1/3 | E 114/250 Ended | E Time: 6.906s | ~Time Left: 939.268s |  Train Loss: 0.6176 | Train Acc. 74.9478% | Test Loss: 0.9178 | Test Acc. 66.2500%
Adas on BACH_transformed: T 1/3 | E 115/250 Ended | E Time: 6.891s | ~Time Left: 930.273s |  Train Loss: 0.5506 | Train Acc. 79.2276% | Test Loss: 0.7595 | Test Acc. 73.3333%
