transferring data
Sun Jul  4 20:15:18 PDT 2021

Finished transferring
Sun Jul  4 20:15:24 PDT 2021

Adas: Argument Parser Options
---------------------------------------------
    config              : PostTrainingConfigs/AJ-Lymph_transformed_testing/AdamP/lr-0.0001-config-AdamP.yaml
    data                : /localscratch/zhan8425.6958602.0        
    output              : ADP_post_trained/AJ-Lymph_transformed/AdamP/output/fine_tuning
    checkpoint          : ADP_post_trained/AJ-Lymph_transformed/AdamP/checkpoint/fine_tuning/lr-0.0001
    resume              : None                                    
    pretrained_model    : /home/zhan8425/projects/def-plato/zhan8425/HistoKT/.Adas-checkpoint/ADP/best_trial_2.pth.tar
    freeze_encoder      : 1                                       
    root                : .                                       
    save_freq           : 25                                      
    cpu                 : 0                                       
    gpu                 : 0                                       
    mpd                 : 0                                       
    dist_url            : tcp://127.0.0.1:23456                   
    dist_backend        : nccl                                    
    world_size          : -1                                      
    rank                : -1                                      
---------------------------------------------
Adas: Output dir ADP_post_trained/AJ-Lymph_transformed/AdamP/output/fine_tuning does not exist, building
Adas: Notice: early stop will not be used as it was set to -1.0, training till completion
Adas: Experiment Configuration
---------------------------------------------
    dataset              AJ-Lymph_transformed
    network              ResNet18            
    optimizer            AdamP               
    scheduler            None                
    level                L3Only              
    color_kwargs         {'augmentation': 'Color-Distortion', 'distortion': 0.3}
    degree_of_rotation   45                  
    vertical_flipping    0.5                 
    horizontal_flipping  0.5                 
    horizontal_shift     0.1                 
    vertical_shift       0.1                 
    gaussian_blur        0                   
    kernel_size          9                   
    variance             0.1                 
    cutout               0                   
    n_holes              1                   
    cutout_length        16                  
    init_lr              0.0001              
    early_stop_threshold -1.0                
    optimizer_kwargs     {'weight_decay': 0.0005}
    scheduler_kwargs     {'gamma': 0.5, 'step_size': 20.0}
    p                    1                   
    start_trial          0                   
    n_trials             3                   
    num_workers          4                   
    max_epochs           200                 
    mini_batch_size      32                  
    loss                 cross_entropy       
    early_stop_patience  10                  
---------------------------------------------
Adas: Pytorch device is set to cuda
AdamP on AJ-Lymph_transformed: T 1/3 | E 1/200 Ended | E Time: 4.154s | ~Time Left: 826.713s |  Train Loss: 1.0425 | Train Acc. 43.4783% | Test Loss: 1.4453 | Test Acc. 37.8378%
AdamP on AJ-Lymph_transformed: T 1/3 | E 2/200 Ended | E Time: 3.327s | ~Time Left: 658.701s |  Train Loss: 0.9627 | Train Acc. 53.1773% | Test Loss: 0.8662 | Test Acc. 51.3514%
AdamP on AJ-Lymph_transformed: T 1/3 | E 3/200 Ended | E Time: 3.325s | ~Time Left: 655.031s |  Train Loss: 0.9384 | Train Acc. 57.8595% | Test Loss: 1.5418 | Test Acc. 43.2432%
AdamP on AJ-Lymph_transformed: T 1/3 | E 4/200 Ended | E Time: 3.279s | ~Time Left: 642.733s |  Train Loss: 0.9394 | Train Acc. 53.5117% | Test Loss: 1.0203 | Test Acc. 54.0541%
AdamP on AJ-Lymph_transformed: T 1/3 | E 5/200 Ended | E Time: 3.290s | ~Time Left: 641.493s |  Train Loss: 0.9116 | Train Acc. 55.8528% | Test Loss: 0.8977 | Test Acc. 81.0811%
AdamP on AJ-Lymph_transformed: T 1/3 | E 6/200 Ended | E Time: 3.269s | ~Time Left: 634.238s |  Train Loss: 0.8968 | Train Acc. 56.5217% | Test Loss: 1.7800 | Test Acc. 51.3514%
AdamP on AJ-Lymph_transformed: T 1/3 | E 7/200 Ended | E Time: 3.268s | ~Time Left: 630.639s |  Train Loss: 0.9070 | Train Acc. 54.1806% | Test Loss: 1.1101 | Test Acc. 56.7568%
AdamP on AJ-Lymph_transformed: T 1/3 | E 8/200 Ended | E Time: 3.259s | ~Time Left: 625.715s |  Train Loss: 0.8735 | Train Acc. 57.5251% | Test Loss: 0.8591 | Test Acc. 59.4595%
AdamP on AJ-Lymph_transformed: T 1/3 | E 9/200 Ended | E Time: 3.258s | ~Time Left: 622.251s |  Train Loss: 0.8678 | Train Acc. 58.5284% | Test Loss: 0.6525 | Test Acc. 64.8649%
AdamP on AJ-Lymph_transformed: T 1/3 | E 10/200 Ended | E Time: 3.365s | ~Time Left: 639.411s |  Train Loss: 0.8290 | Train Acc. 61.8729% | Test Loss: 0.9725 | Test Acc. 54.0541%
AdamP on AJ-Lymph_transformed: T 1/3 | E 11/200 Ended | E Time: 3.397s | ~Time Left: 642.111s |  Train Loss: 0.8155 | Train Acc. 61.8729% | Test Loss: 0.6075 | Test Acc. 72.9730%
